cpt, raw_angle, angle
82788, 1.050777, 338.8239
82789, 1.045408, 338.8302
82790, 1.038505, 338.8364
82791, 1.031986, 338.8427
82792, 1.026233, 338.849
82793, 1.020097, 338.8553
82794, 1.013961, 338.8616
82795, 1.008592, 338.8679
82796, 1.002073, 338.8741
82797, 0.9955536, 338.8804
82798, 0.9898011, 338.8867
82799, 0.9840487, 338.893
82800, 0.9775292, 338.8993
82801, 0.9721603, 338.9055
82802, 0.9652574, 338.9118
82803, 0.9598885, 338.9181
82804, 0.9529856, 338.9244
82805, 0.9476166, 338.9307
82806, 0.9407137, 338.937
82807, 0.9349613, 338.9433
82808, 0.9284419, 338.9495
82809, 0.920772, 338.9558
82810, 0.9157865, 338.9621
82811, 0.9085001, 338.9684
82812, 0.9015972, 338.9747
82813, 0.8966118, 338.981
82814, 0.8893254, 338.9872
82815, 0.8831894, 338.9935
82816, 0.8778205, 338.9998
82817, 0.8697671, 339.0061
82818, 0.8647817, 339.0124
82819, 0.8571118, 339.0186
82820, 0.8505924, 339.0249
82821, 0.8444564, 339.0312
82822, 0.838704, 339.0375
82823, 0.8329515, 339.0438
82824, 0.8264322, 339.0501
82825, 0.8199127, 339.0563
82826, 0.8141603, 339.0626
82827, 0.8072574, 339.0689
82828, 0.801505, 339.0752
82829, 0.794602, 339.0815
82830, 0.7880827, 339.0878
82831, 0.7823302, 339.0941
82832, 0.7761943, 339.1003
82833, 0.7692913, 339.1066
82834, 0.7631555, 339.1129
82835, 0.7562525, 339.1192
82836, 0.7512671, 339.1255
82837, 0.7443642, 339.1317
82838, 0.7386118, 339.138
82839, 0.7317088, 339.1443
82840, 0.7244225, 339.1506
82841, 0.719437, 339.1569
82842, 0.7133011, 339.1632
82843, 0.7071651, 339.1694
82844, 0.7006457, 339.1757
82845, 0.6945098, 339.182
82846, 0.6891409, 339.1883
82847, 0.6826215, 339.1946
82848, 0.6764855, 339.2009
82849, 0.6715001, 339.2072
82850, 0.6649806, 339.2134
82851, 0.6592283, 339.2197
82852, 0.6523253, 339.226
82853, 0.6469564, 339.2323
82854, 0.63967, 339.2386
82855, 0.6346846, 339.2448
82856, 0.6273981, 339.2511
82857, 0.6204952, 339.2574
82858, 0.6151263, 339.2637
82859, 0.6078399, 339.27
82860, 0.6013204, 339.2763
82861, 0.5951846, 339.2825
82862, 0.5878981, 339.2888
82863, 0.5829127, 339.2951
82864, 0.5752428, 339.3014
82865, 0.5691069, 339.3077
82866, 0.5625874, 339.314
82867, 0.5568351, 339.3203
82868, 0.5495486, 339.3265
82869, 0.5430292, 339.3328
82870, 0.5365098, 339.3391
82871, 0.5292234, 339.3454
82872, 0.5223204, 339.3517
82873, 0.5169515, 339.3579
82874, 0.5100486, 339.3642
82875, 0.5042962, 339.3705
82876, 0.4966263, 339.3768
82877, 0.4893399, 339.3831
82878, 0.4832039, 339.3894
82879, 0.4759175, 339.3956
82880, 0.4701651, 339.4019
82881, 0.4628787, 339.4082
82882, 0.4555923, 339.4145
82883, 0.4494564, 339.4208
82884, 0.4417865, 339.4271
82885, 0.4352671, 339.4333
82886, 0.4279806, 339.4396
82887, 0.4210777, 339.4459
82888, 0.4153253, 339.4522
82889, 0.4080389, 339.4585
82890, 0.4007525, 339.4648
82891, 0.395, 339.471
82892, 0.3873301, 339.4773
82893, 0.3823447, 339.4836
82894, 0.3750583, 339.4899
82895, 0.3681554, 339.4962
82896, 0.3604855, 339.5025
82897, 0.357034, 339.5087
82898, 0.3497476, 339.515
82899, 0.3432282, 339.5213
82900, 0.3370923, 339.5276
82901, 0.3290389, 339.5339
82902, 0.3232864, 339.5402
82903, 0.3171505, 339.5464
82904, 0.3113981, 339.5527
82905, 0.3048787, 339.559
82906, 0.2987428, 339.5653
82907, 0.2926068, 339.5716
82908, 0.2860874, 339.5779
82909, 0.2807185, 339.5841
82910, 0.2730486, 339.5904
82911, 0.2672962, 339.5967
82912, 0.2615437, 339.603
82913, 0.2557913, 339.6093
82914, 0.2492719, 339.6155
82915, 0.243903, 339.6218
82916, 0.237767, 339.6281
82917, 0.2316311, 339.6344
82918, 0.2251117, 339.6407
82919, 0.2197427, 339.647
82920, 0.2143738, 339.6533
82921, 0.2093884, 339.6595
82922, 0.2047864, 339.6658
82923, 0.1975, 339.6721
82924, 0.1917476, 339.6784
82925, 0.1852282, 339.6847
82926, 0.1798593, 339.6909
82927, 0.1741068, 339.6972
82928, 0.1683544, 339.7035
82929, 0.161835, 339.7098
82930, 0.155699, 339.7161
82931, 0.1507136, 339.7224
82932, 0.1438107, 339.7286
82933, 0.1384418, 339.7349
82934, 0.1323058, 339.7412
82935, 0.1261699, 339.7475
82936, 0.120034, 339.7538
82937, 0.1135146, 339.7601
82938, 0.1092961, 339.7664
82939, 0.1020097, 339.7726
82940, 0.09664079, 339.7789
82941, 0.09127185, 339.7852
82942, 0.08436894, 339.7915
82943, 0.07784952, 339.7978
82944, 0.07363108, 339.804
82945, 0.06902914, 339.8103
82946, 0.06135923, 339.8166
82947, 0.0556068, 339.8229
82948, 0.04908739, 339.8292
82949, 0.04333496, 339.8355
82950, 0.03604855, 339.8417
82951, 0.03029612, 339.848
82952, 0.0237767, 339.8543
82953, 0.01687379, 339.8606
82954, 0.009970875, 339.8669
82955, 0.004218447, 339.8732
82956, 6.280501, 339.8795
82957, 6.272831, 339.8858
82958, 6.267462, 339.892
82959, 6.259792, 339.8983
82960, 6.25404, 339.9046
82961, 6.247137, 339.9109
82962, 6.240617, 339.9171
82963, 6.233715, 339.9234
82964, 6.227962, 339.9297
82965, 6.220292, 339.936
82966, 6.214156, 339.9423
82967, 6.208404, 339.9486
82968, 6.202268, 339.9548
82969, 6.195365, 339.9611
82970, 6.187695, 339.9674
82971, 6.181559, 339.9737
82972, 6.175807, 339.98
82973, 6.169671, 339.9863
82974, 6.163151, 339.9926
82975, 6.157399, 339.9988
82976, 6.148962, 340.0051
82977, 6.143593, 340.0114
82978, 6.137074, 340.0177
82979, 6.130554, 340.024
82980, 6.124418, 340.0302
82981, 6.117516, 340.0365
82982, 6.111763, 340.0428
82983, 6.105627, 340.0491
82984, 6.098724, 340.0554
82985, 6.093355, 340.0616
82986, 6.086836, 340.068
82987, 6.081467, 340.0742
82988, 6.075715, 340.0805
82989, 6.069962, 340.0868
82990, 6.062675, 340.0931
82991, 6.056923, 340.0994
82992, 6.052705, 340.1057
82993, 6.045802, 340.1119
82994, 6.041584, 340.1182
82995, 6.033146, 340.1245
82996, 6.028161, 340.1308
82997, 6.022408, 340.1371
82998, 6.01704, 340.1433
82999, 6.010904, 340.1496
83000, 6.005151, 340.1559
83001, 5.998632, 340.1622
83002, 5.99403, 340.1685
83003, 5.987511, 340.1747
83004, 5.980991, 340.181
83005, 5.974088, 340.1873
83006, 5.969486, 340.1936
83007, 5.962967, 340.1999
83008, 5.958748, 340.2062
83009, 5.951078, 340.2125
83010, 5.944559, 340.2188
83011, 5.93919, 340.225
83012, 5.933821, 340.2313
83013, 5.927302, 340.2376
83014, 5.921549, 340.2439
83015, 5.915413, 340.2502
83016, 5.908894, 340.2564
83017, 5.904292, 340.2627
83018, 5.899307, 340.269
83019, 5.892404, 340.2753
83020, 5.885501, 340.2816
83021, 5.878982, 340.2878
83022, 5.873996, 340.2941
83023, 5.867476, 340.3004
83024, 5.860574, 340.3067
83025, 5.854054, 340.313
83026, 5.848302, 340.3193
83027, 5.841399, 340.3256
83028, 5.835647, 340.3318
83029, 5.830277, 340.3381
83030, 5.822608, 340.3444
83031, 5.817239, 340.3507
83032, 5.810336, 340.357
83033, 5.803433, 340.3633
83034, 5.798448, 340.3695
83035, 5.790778, 340.3758
83036, 5.785025, 340.3821
83037, 5.778506, 340.3884
83038, 5.77237, 340.3947
83039, 5.766234, 340.4009
83040, 5.761248, 340.4072
83041, 5.753579, 340.4135
83042, 5.746675, 340.4198
83043, 5.740923, 340.4261
83044, 5.733253, 340.4324
83045, 5.727501, 340.4387
83046, 5.720981, 340.4449
83047, 5.713695, 340.4512
83048, 5.707942, 340.4575
83049, 5.702574, 340.4638
83050, 5.69337, 340.4701
83051, 5.689151, 340.4763
83052, 5.680714, 340.4826
83053, 5.674579, 340.4889
83054, 5.667675, 340.4952
83055, 5.662307, 340.5015
83056, 5.655404, 340.5078
83057, 5.648501, 340.514
83058, 5.642748, 340.5203
83059, 5.636229, 340.5266
83060, 5.630093, 340.5329
83061, 5.624341, 340.5392
83062, 5.617438, 340.5455
83063, 5.609384, 340.5518
83064, 5.605166, 340.558
83065, 5.596729, 340.5643
83066, 5.590976, 340.5706
83067, 5.584074, 340.5769
83068, 5.577938, 340.5832
83069, 5.571418, 340.5894
83070, 5.566049, 340.5957
83071, 5.558763, 340.602
83072, 5.550326, 340.6083
83073, 5.543423, 340.6146
83074, 5.53652, 340.6208
83075, 5.529617, 340.6271
83076, 5.525015, 340.6334
83077, 5.517729, 340.6397
83078, 5.508908, 340.646
83079, 5.502773, 340.6523
83080, 5.496637, 340.6586
83081, 5.488967, 340.6649
83082, 5.483598, 340.6711
83083, 5.475544, 340.6774
83084, 5.470175, 340.6837
83085, 5.462889, 340.69
83086, 5.455986, 340.6963
83087, 5.44985, 340.7025
83088, 5.443331, 340.7088
83089, 5.436428, 340.7151
83090, 5.429525, 340.7214
83091, 5.423006, 340.7277
83092, 5.417253, 340.7339
83093, 5.411117, 340.7402
83094, 5.401913, 340.7465
83095, 5.39501, 340.7528
83096, 5.387724, 340.7591
83097, 5.381588, 340.7654
83098, 5.375069, 340.7717
83099, 5.367782, 340.778
83100, 5.360879, 340.7842
83101, 5.353593, 340.7905
83102, 5.345923, 340.7968
83103, 5.339404, 340.8031
83104, 5.332884, 340.8094
83105, 5.326365, 340.8157
83106, 5.319845, 340.8219
83107, 5.311792, 340.8282
83108, 5.305656, 340.8345
83109, 5.299903, 340.8408
83110, 5.292234, 340.847
83111, 5.286865, 340.8533
83112, 5.279962, 340.8596
83113, 5.272676, 340.8659
83114, 5.267306, 340.8722
83115, 5.259253, 340.8785
83116, 5.253884, 340.8848
83117, 5.246981, 340.8911
83118, 5.241229, 340.8973
83119, 5.234326, 340.9036
83120, 5.228957, 340.9099
83121, 5.221287, 340.9162
83122, 5.214767, 340.9225
83123, 5.208248, 340.9287
83124, 5.202112, 340.935
83125, 5.195976, 340.9413
83126, 5.190608, 340.9476
83127, 5.182938, 340.9539
83128, 5.176418, 340.9601
83129, 5.170666, 340.9664
83130, 5.165297, 340.9727
83131, 5.158394, 340.979
83132, 5.152641, 340.9853
83133, 5.146505, 340.9916
83134, 5.140753, 340.9979
83135, 5.136151, 341.0042
83136, 5.130015, 341.0104
83137, 5.123496, 341.0167
83138, 5.116976, 341.023
83139, 5.111608, 341.0293
83140, 5.105088, 341.0356
83141, 5.098568, 341.0418
83142, 5.092816, 341.0481
83143, 5.087064, 341.0544
83144, 5.081311, 341.0607
83145, 5.076326, 341.067
83146, 5.069423, 341.0732
83147, 5.064054, 341.0795
83148, 5.057535, 341.0858
83149, 5.049865, 341.0921
83150, 5.044879, 341.0984
83151, 5.038743, 341.1047
83152, 5.033758, 341.111
83153, 5.026088, 341.1172
83154, 5.02187, 341.1235
83155, 5.014966, 341.1298
83156, 5.009214, 341.1361
83157, 5.003462, 341.1424
83158, 4.998093, 341.1487
83159, 4.992724, 341.1549
83160, 4.985821, 341.1612
83161, 4.980452, 341.1675
83162, 4.975083, 341.1738
83163, 4.968947, 341.1801
83164, 4.963195, 341.1863
83165, 4.957442, 341.1926
83166, 4.949772, 341.1989
83167, 4.944787, 341.2052
83168, 4.938268, 341.2115
83169, 4.930981, 341.2178
83170, 4.925229, 341.2241
83171, 4.919477, 341.2303
83172, 4.912957, 341.2366
83173, 4.907588, 341.2429
83174, 4.900301, 341.2492
83175, 4.894549, 341.2555
83176, 4.888797, 341.2617
83177, 4.883811, 341.268
83178, 4.876908, 341.2743
83179, 4.870389, 341.2806
83180, 4.86387, 341.2869
83181, 4.857734, 341.2932
83182, 4.852748, 341.2994
83183, 4.845845, 341.3057
83184, 4.839709, 341.312
83185, 4.835107, 341.3183
83186, 4.828588, 341.3246
83187, 4.822835, 341.3309
83188, 4.815166, 341.3372
83189, 4.808263, 341.3434
83190, 4.80251, 341.3497
83191, 4.795991, 341.356
83192, 4.791006, 341.3623
83193, 4.783336, 341.3686
83194, 4.776816, 341.3748
83195, 4.769146, 341.3811
83196, 4.764161, 341.3874
83197, 4.758025, 341.3937
83198, 4.751505, 341.4
83199, 4.745369, 341.4062
83200, 4.73885, 341.4125
83201, 4.732331, 341.4188
83202, 4.726962, 341.4251
83203, 4.720059, 341.4314
83204, 4.714306, 341.4377
83205, 4.708938, 341.444
83206, 4.702418, 341.4503
83207, 4.695132, 341.4565
83208, 4.690913, 341.4628
83209, 4.683243, 341.4691
83210, 4.677107, 341.4754
83211, 4.669437, 341.4817
83212, 4.663301, 341.4879
83213, 4.657549, 341.4942
83214, 4.65103, 341.5005
83215, 4.644127, 341.5068
83216, 4.637991, 341.5131
83217, 4.631472, 341.5193
83218, 4.624568, 341.5256
83219, 4.618049, 341.5319
83220, 4.610763, 341.5382
83221, 4.604243, 341.5445
83222, 4.597724, 341.5508
83223, 4.591205, 341.5571
83224, 4.584685, 341.5634
83225, 4.580083, 341.5696
83226, 4.57203, 341.5759
83227, 4.567044, 341.5822
83228, 4.559758, 341.5885
83229, 4.554006, 341.5948
83230, 4.54787, 341.601
83231, 4.539049, 341.6073
83232, 4.53368, 341.6136
83233, 4.526394, 341.6199
83234, 4.521792, 341.6262
83235, 4.514889, 341.6324
83236, 4.507219, 341.6387
83237, 4.501467, 341.645
83238, 4.494564, 341.6513
83239, 4.488044, 341.6576
83240, 4.482292, 341.6639
83241, 4.473855, 341.6702
83242, 4.467719, 341.6765
83243, 4.460816, 341.6827
83244, 4.45468, 341.689
83245, 4.447011, 341.6953
83246, 4.440491, 341.7016
83247, 4.434355, 341.7079
83248, 4.427835, 341.7141
83249, 4.420933, 341.7204
83250, 4.413263, 341.7267
83251, 4.40751, 341.733
83252, 4.401758, 341.7393
83253, 4.395622, 341.7455
83254, 4.389102, 341.7519
83255, 4.382583, 341.7581
83256, 4.376064, 341.7644
83257, 4.370311, 341.7707
83258, 4.362641, 341.777
83259, 4.356505, 341.7833
83260, 4.349603, 341.7896
83261, 4.343083, 341.7958
83262, 4.338481, 341.8021
83263, 4.331578, 341.8084
83264, 4.325059, 341.8147
83265, 4.31854, 341.821
83266, 4.31202, 341.8272
83267, 4.306651, 341.8335
83268, 4.300132, 341.8398
83269, 4.293612, 341.8461
83270, 4.28786, 341.8524
83271, 4.281341, 341.8586
83272, 4.275588, 341.8649
83273, 4.268685, 341.8712
83274, 4.263316, 341.8775
83275, 4.257947, 341.8838
83276, 4.252578, 341.8901
83277, 4.246059, 341.8964
83278, 4.240306, 341.9026
83279, 4.23417, 341.9089
83280, 4.227651, 341.9152
83281, 4.223433, 341.9215
83282, 4.21768, 341.9278
83283, 4.211161, 341.9341
83284, 4.205408, 341.9404
83285, 4.199273, 341.9466
83286, 4.194287, 341.9529
83287, 4.187384, 341.9592
83288, 4.181248, 341.9655
83289, 4.175496, 341.9717
83290, 4.168976, 341.978
83291, 4.164758, 341.9843
83292, 4.158238, 341.9906
83293, 4.15287, 341.9969
83294, 4.146734, 342.0032
83295, 4.142515, 342.0095
83296, 4.134845, 342.0157
83297, 4.12986, 342.022
83298, 4.125641, 342.0283
83299, 4.119122, 342.0346
83300, 4.114137, 342.0409
83301, 4.108384, 342.0471
83302, 4.102632, 342.0534
83303, 4.097646, 342.0597
83304, 4.092277, 342.066
83305, 4.087292, 342.0723
83306, 4.080772, 342.0786
83307, 4.074636, 342.0848
83308, 4.068501, 342.0911
83309, 4.063899, 342.0974
83310, 4.05853, 342.1037
83311, 4.052394, 342.11
83312, 4.046641, 342.1163
83313, 4.040505, 342.1226
83314, 4.034753, 342.1288
83315, 4.029001, 342.1351
83316, 4.023632, 342.1414
83317, 4.018646, 342.1477
83318, 4.012894, 342.154
83319, 4.007525, 342.1602
83320, 4.001772, 342.1665
83321, 3.99602, 342.1728
83322, 3.990651, 342.1791
83323, 3.986433, 342.1854
83324, 3.979146, 342.1917
83325, 3.974544, 342.1979
83326, 3.968408, 342.2042
83327, 3.962272, 342.2105
83328, 3.958054, 342.2168
83329, 3.952685, 342.2231
83330, 3.946166, 342.2294
83331, 3.94118, 342.2357
83332, 3.935044, 342.2419
83333, 3.929292, 342.2482
83334, 3.923539, 342.2545
83335, 3.917787, 342.2608
83336, 3.912035, 342.2671
83337, 3.905899, 342.2733
83338, 3.901297, 342.2796
83339, 3.893627, 342.2859
83340, 3.888641, 342.2922
83341, 3.884039, 342.2985
83342, 3.878287, 342.3047
83343, 3.874068, 342.311
83344, 3.867166, 342.3173
83345, 3.86103, 342.3236
83346, 3.856811, 342.3299
83347, 3.851442, 342.3362
83348, 3.843389, 342.3425
83349, 3.838403, 342.3488
83350, 3.831501, 342.355
83351, 3.827282, 342.3613
83352, 3.822297, 342.3676
83353, 3.815777, 342.3739
83354, 3.810025, 342.3802
83355, 3.803505, 342.3864
83356, 3.79967, 342.3927
83357, 3.791234, 342.399
83358, 3.787015, 342.4053
83359, 3.780112, 342.4116
83360, 3.774743, 342.4178
83361, 3.768607, 342.4241
83362, 3.761321, 342.4304
83363, 3.754802, 342.4367
83364, 3.748666, 342.443
83365, 3.742913, 342.4493
83366, 3.738311, 342.4556
83367, 3.732175, 342.4619
83368, 3.724889, 342.4681
83369, 3.718753, 342.4744
83370, 3.71185, 342.4807
83371, 3.707248, 342.487
83372, 3.700345, 342.4933
83373, 3.693826, 342.4995
83374, 3.687306, 342.5058
83375, 3.682321, 342.5121
83376, 3.675035, 342.5184
83377, 3.668899, 342.5247
83378, 3.662379, 342.5309
83379, 3.65586, 342.5372
83380, 3.64934, 342.5435
83381, 3.642821, 342.5498
83382, 3.636302, 342.5561
83383, 3.629782, 342.5624
83384, 3.623263, 342.5687
83385, 3.61636, 342.5749
83386, 3.609457, 342.5812
83387, 3.60217, 342.5875
83388, 3.596418, 342.5938
83389, 3.590282, 342.6001
83390, 3.582996, 342.6064
83391, 3.574942, 342.6126
83392, 3.568806, 342.6189
83393, 3.561903, 342.6252
83394, 3.557685, 342.6315
83395, 3.548481, 342.6378
83396, 3.543112, 342.644
83397, 3.535826, 342.6503
83398, 3.528923, 342.6566
83399, 3.523554, 342.6629
83400, 3.517418, 342.6692
83401, 3.508598, 342.6755
83402, 3.502462, 342.6818
83403, 3.495559, 342.688
83404, 3.49134, 342.6943
83405, 3.48252, 342.7006
83406, 3.475617, 342.7069
83407, 3.468714, 342.7132
83408, 3.462195, 342.7195
83409, 3.453758, 342.7257
83410, 3.449923, 342.732
83411, 3.441869, 342.7383
83412, 3.436501, 342.7446
83413, 3.430748, 342.7509
83414, 3.424229, 342.7571
83415, 3.416942, 342.7634
83416, 3.409656, 342.7697
83417, 3.403903, 342.776
83418, 3.398151, 342.7823
83419, 3.391632, 342.7886
83420, 3.385496, 342.7949
83421, 3.378209, 342.8011
83422, 3.373224, 342.8074
83423, 3.367088, 342.8137
83424, 3.359802, 342.82
83425, 3.353666, 342.8263
83426, 3.346379, 342.8326
83427, 3.340243, 342.8388
83428, 3.334491, 342.8451
83429, 3.327588, 342.8514
83430, 3.321068, 342.8577
83431, 3.313399, 342.864
83432, 3.30803, 342.8702
83433, 3.30151, 342.8765
83434, 3.294607, 342.8828
83435, 3.288855, 342.8891
83436, 3.282335, 342.8954
83437, 3.275816, 342.9017
83438, 3.26853, 342.9079
83439, 3.262394, 342.9142
83440, 3.255491, 342.9205
83441, 3.249738, 342.9268
83442, 3.242835, 342.9331
83443, 3.235933, 342.9394
83444, 3.230564, 342.9456
83445, 3.222894, 342.9519
83446, 3.217908, 342.9582
83447, 3.211005, 342.9645
83448, 3.202952, 342.9708
83449, 3.197966, 342.9771
83450, 3.189146, 342.9833
83451, 3.183777, 342.9896
83452, 3.176874, 342.9959
83453, 3.168437, 343.0022
83454, 3.163068, 343.0085
83455, 3.156165, 343.0148
83456, 3.146962, 343.021
83457, 3.141593, 343.0273
83458, 3.133156, 343.0336
83459, 3.126253, 343.0399
83460, 3.11935, 343.0462
83461, 3.11283, 343.0525
83462, 3.105928, 343.0587
83463, 3.098258, 343.065
83464, 3.090588, 343.0713
83465, 3.083685, 343.0776
83466, 3.075631, 343.0839
83467, 3.069112, 343.0901
83468, 3.061059, 343.0965
83469, 3.054539, 343.1027
83470, 3.047636, 343.109
83471, 3.038432, 343.1153
83472, 3.03268, 343.1216
83473, 3.025394, 343.1279
83474, 3.018491, 343.1341
83475, 3.011204, 343.1404
83476, 3.002767, 343.1467
83477, 2.995097, 343.153
83478, 2.987044, 343.1593
83479, 2.980525, 343.1656
83480, 2.972855, 343.1718
83481, 2.965568, 343.1781
83482, 2.956748, 343.1844
83483, 2.950612, 343.1907
83484, 2.943326, 343.197
83485, 2.936039, 343.2032
83486, 2.927986, 343.2095
83487, 2.920699, 343.2158
83488, 2.91533, 343.2221
83489, 2.908044, 343.2284
83490, 2.899991, 343.2347
83491, 2.892321, 343.241
83492, 2.885418, 343.2472
83493, 2.878131, 343.2535
83494, 2.872379, 343.2598
83495, 2.864709, 343.2661
83496, 2.857039, 343.2724
83497, 2.849369, 343.2787
83498, 2.843233, 343.2849
83499, 2.835947, 343.2912
83500, 2.829811, 343.2975
83501, 2.822908, 343.3038
83502, 2.816005, 343.3101
83503, 2.810253, 343.3163
83504, 2.802966, 343.3226
83505, 2.796447, 343.3289
83506, 2.78801, 343.3352
83507, 2.782258, 343.3415
83508, 2.776122, 343.3478
83509, 2.768835, 343.354
83510, 2.762316, 343.3603
83511, 2.755796, 343.3666
83512, 2.751961, 343.3729
83513, 2.743908, 343.3792
83514, 2.737772, 343.3855
83515, 2.73202, 343.3918
83516, 2.7255, 343.398
83517, 2.721282, 343.4043
83518, 2.713612, 343.4106
83519, 2.707476, 343.4169
83520, 2.701724, 343.4232
83521, 2.695588, 343.4295
83522, 2.690986, 343.4357
83523, 2.68485, 343.442
83524, 2.679481, 343.4483
83525, 2.672194, 343.4546
83526, 2.666059, 343.4609
83527, 2.659923, 343.4671
83528, 2.654554, 343.4734
83529, 2.649185, 343.4797
83530, 2.641898, 343.486
83531, 2.636913, 343.4923
83532, 2.63116, 343.4986
83533, 2.625025, 343.5049
83534, 2.619656, 343.5111
83535, 2.61352, 343.5174
83536, 2.610068, 343.5237
83537, 2.603165, 343.53
83538, 2.598563, 343.5363
83539, 2.59166, 343.5425
83540, 2.588209, 343.5488
83541, 2.58169, 343.5551
83542, 2.576704, 343.5614
83543, 2.569418, 343.5677
83544, 2.564432, 343.574
83545, 2.558296, 343.5802
83546, 2.552544, 343.5865
83547, 2.547175, 343.5928
83548, 2.541806, 343.5991
83549, 2.536437, 343.6054
83550, 2.531068, 343.6117
83551, 2.524549, 343.618
83552, 2.518413, 343.6242
83553, 2.512661, 343.6305
83554, 2.506525, 343.6368
83555, 2.500772, 343.6431
83556, 2.496937, 343.6494
83557, 2.490418, 343.6556
83558, 2.484665, 343.6619
83559, 2.480063, 343.6682
83560, 2.473544, 343.6745
83561, 2.469326, 343.6808
83562, 2.46319, 343.6871
83563, 2.458204, 343.6933
83564, 2.451685, 343.6996
83565, 2.445932, 343.7059
83566, 2.439796, 343.7122
83567, 2.434427, 343.7185
83568, 2.429059, 343.7248
83569, 2.424457, 343.731
83570, 2.416787, 343.7374
83571, 2.410651, 343.7436
83572, 2.405282, 343.7499
83573, 2.399913, 343.7562
83574, 2.393394, 343.7625
83575, 2.386107, 343.7687
83576, 2.380738, 343.775
83577, 2.375369, 343.7813
83578, 2.368466, 343.7876
83579, 2.363097, 343.7939
83580, 2.356578, 343.8001
83581, 2.350826, 343.8064
83582, 2.343923, 343.8127
83583, 2.340088, 343.819
83584, 2.333568, 343.8253
83585, 2.326665, 343.8316
83586, 2.320913, 343.8379
83587, 2.314777, 343.8441
83588, 2.307874, 343.8504
83589, 2.303272, 343.8567
83590, 2.296369, 343.863
83591, 2.291, 343.8693
83592, 2.283714, 343.8755
83593, 2.278345, 343.8818
83594, 2.271442, 343.8881
83595, 2.265306, 343.8944
83596, 2.258403, 343.9007
83597, 2.252267, 343.907
83598, 2.246131, 343.9132
83599, 2.239612, 343.9195
83600, 2.232709, 343.9258
83601, 2.22619, 343.9321
83602, 2.220821, 343.9384
83603, 2.213534, 343.9447
83604, 2.206631, 343.951
83605, 2.199728, 343.9572
83606, 2.193976, 343.9635
83607, 2.187073, 343.9698
83608, 2.181321, 343.9761
83609, 2.175568, 343.9824
83610, 2.168665, 343.9886
83611, 2.16368, 343.9949
83612, 2.15601, 344.0012
83613, 2.149107, 344.0075
83614, 2.142971, 344.0138
83615, 2.136068, 344.0201
83616, 2.131083, 344.0263
83617, 2.124947, 344.0326
83618, 2.116127, 344.0389
83619, 2.108457, 344.0452
83620, 2.102704, 344.0515
83621, 2.096952, 344.0578
83622, 2.089665, 344.0641
83623, 2.084296, 344.0703
83624, 2.076243, 344.0766
83625, 2.072025, 344.0829
83626, 2.063588, 344.0892
83627, 2.056301, 344.0955
83628, 2.049782, 344.1017
83629, 2.043262, 344.108
83630, 2.037894, 344.1143
83631, 2.032141, 344.1206
83632, 2.024855, 344.1269
83633, 2.018719, 344.1332
83634, 2.012583, 344.1394
83635, 2.006063, 344.1457
83636, 1.99916, 344.152
83637, 1.994175, 344.1583
83638, 1.986889, 344.1646
83639, 1.980753, 344.1709
83640, 1.97385, 344.1772
83641, 1.967714, 344.1834
83642, 1.960044, 344.1897
83643, 1.953908, 344.196
83644, 1.947005, 344.2023
83645, 1.941253, 344.2086
83646, 1.933966, 344.2148
83647, 1.92783, 344.2211
83648, 1.919777, 344.2274
83649, 1.914791, 344.2337
83650, 1.906355, 344.24
83651, 1.900986, 344.2462
83652, 1.893699, 344.2525
83653, 1.88718, 344.2588
83654, 1.879893, 344.2651
83655, 1.875675, 344.2714
83656, 1.868772, 344.2777
83657, 1.862253, 344.284
83658, 1.85535, 344.2903
83659, 1.848063, 344.2965
83660, 1.841927, 344.3028
83661, 1.835024, 344.3091
83662, 1.829656, 344.3154
83663, 1.823136, 344.3217
83664, 1.816233, 344.3279
83665, 1.809714, 344.3342
83666, 1.803194, 344.3405
83667, 1.797058, 344.3468
83668, 1.789389, 344.3531
83669, 1.782102, 344.3593
83670, 1.775199, 344.3656
83671, 1.767913, 344.3719
83672, 1.762927, 344.3782
83673, 1.755641, 344.3845
83674, 1.749122, 344.3908
83675, 1.741835, 344.3971
83676, 1.734165, 344.4034
83677, 1.728413, 344.4096
83678, 1.72151, 344.4159
83679, 1.715374, 344.4222
83680, 1.708471, 344.4285
83681, 1.702719, 344.4348
83682, 1.696199, 344.441
83683, 1.690063, 344.4473
83684, 1.68316, 344.4536
83685, 1.675874, 344.4599
83686, 1.669738, 344.4662
83687, 1.663986, 344.4724
83688, 1.658233, 344.4788
83689, 1.650947, 344.485
83690, 1.645194, 344.4913
83691, 1.637908, 344.4976
83692, 1.631389, 344.5039
83693, 1.625253, 344.5102
83694, 1.61835, 344.5164
83695, 1.612214, 344.5227
83696, 1.606078, 344.529
83697, 1.598791, 344.5353
83698, 1.593423, 344.5416
83699, 1.587287, 344.5479
83700, 1.581534, 344.5541
83701, 1.575782, 344.5604
83702, 1.568879, 344.5667
83703, 1.564277, 344.573
83704, 1.556991, 344.5793
83705, 1.551622, 344.5855
83706, 1.544335, 344.5918
83707, 1.53935, 344.5981
83708, 1.53283, 344.6044
83709, 1.527078, 344.6107
83710, 1.522476, 344.617
83711, 1.51519, 344.6233
83712, 1.50867, 344.6295
83713, 1.502918, 344.6358
83714, 1.497165, 344.6421
83715, 1.490646, 344.6484
83716, 1.484893, 344.6547
