cpt, raw_angle, angle
80923, 0.1683544, 327.1057
80924, 0.1622185, 327.112
80925, 0.1568495, 327.1183
80926, 0.1510971, 327.1246
80927, 0.1464952, 327.1309
80928, 0.1399757, 327.1371
80929, 0.1349903, 327.1434
80930, 0.1284709, 327.1497
80931, 0.1219515, 327.156
80932, 0.1165825, 327.1623
80933, 0.1108301, 327.1686
80934, 0.1054612, 327.1748
80935, 0.1004757, 327.1811
80936, 0.09318934, 327.1874
80937, 0.08666991, 327.1937
80938, 0.08283496, 327.2
80939, 0.07669904, 327.2063
80940, 0.07133011, 327.2126
80941, 0.06672817, 327.2188
80942, 0.05944176, 327.2252
80943, 0.05292234, 327.2314
80944, 0.04908739, 327.2377
80945, 0.04180098, 327.244
80946, 0.03758253, 327.2502
80947, 0.03106311, 327.2565
80948, 0.02569418, 327.2628
80949, 0.01955825, 327.2691
80950, 0.01265534, 327.2754
80951, 0.007286409, 327.2816
80952, 0.002300971, 327.2879
80953, 6.27705, 327.2942
80954, 6.271297, 327.3005
80955, 6.264778, 327.3068
80956, 6.258258, 327.3131
80957, 6.253273, 327.3194
80958, 6.246753, 327.3257
80959, 6.240234, 327.3319
80960, 6.234098, 327.3382
80961, 6.227579, 327.3445
80962, 6.221443, 327.3508
80963, 6.21569, 327.3571
80964, 6.209171, 327.3633
80965, 6.204185, 327.3696
80966, 6.197282, 327.3759
80967, 6.191146, 327.3822
80968, 6.18386, 327.3885
80969, 6.177724, 327.3947
80970, 6.171972, 327.401
80971, 6.166219, 327.4073
80972, 6.158933, 327.4136
80973, 6.153564, 327.4199
80974, 6.147428, 327.4262
80975, 6.141292, 327.4325
80976, 6.133622, 327.4388
80977, 6.127486, 327.445
80978, 6.122501, 327.4513
80979, 6.114831, 327.4576
80980, 6.109462, 327.4639
80981, 6.103326, 327.4702
80982, 6.095273, 327.4764
80983, 6.08952, 327.4827
80984, 6.084918, 327.489
80985, 6.077632, 327.4953
80986, 6.07303, 327.5016
80987, 6.065743, 327.5078
80988, 6.059991, 327.5141
80989, 6.054622, 327.5204
80990, 6.046952, 327.5267
80991, 6.04005, 327.533
80992, 6.035448, 327.5393
80993, 6.028544, 327.5456
80994, 6.023559, 327.5518
80995, 6.016273, 327.5581
80996, 6.00937, 327.5644
80997, 6.002851, 327.5707
80998, 5.997481, 327.577
80999, 5.992113, 327.5833
81000, 5.98636, 327.5895
81001, 5.978307, 327.5958
81002, 5.972171, 327.6021
81003, 5.965268, 327.6084
81004, 5.958748, 327.6147
81005, 5.951078, 327.6209
81006, 5.946093, 327.6272
81007, 5.939957, 327.6335
81008, 5.933054, 327.6398
81009, 5.928836, 327.6461
81010, 5.920015, 327.6524
81011, 5.914647, 327.6587
81012, 5.908894, 327.6649
81013, 5.900841, 327.6712
81014, 5.897006, 327.6775
81015, 5.889719, 327.6838
81016, 5.8832, 327.6901
81017, 5.87668, 327.6964
81018, 5.872462, 327.7026
81019, 5.865942, 327.709
81020, 5.859423, 327.7152
81021, 5.854054, 327.7215
81022, 5.845617, 327.7278
81023, 5.841015, 327.734
81024, 5.833345, 327.7403
81025, 5.827977, 327.7466
81026, 5.822224, 327.7529
81027, 5.815321, 327.7592
81028, 5.809185, 327.7655
81029, 5.802666, 327.7718
81030, 5.79653, 327.778
81031, 5.789244, 327.7843
81032, 5.783875, 327.7906
81033, 5.777739, 327.7969
81034, 5.771603, 327.8032
81035, 5.76585, 327.8094
81036, 5.759331, 327.8157
81037, 5.753195, 327.822
81038, 5.747826, 327.8283
81039, 5.742457, 327.8346
81040, 5.735938, 327.8409
81041, 5.730185, 327.8471
81042, 5.723282, 327.8534
81043, 5.717913, 327.8597
81044, 5.712544, 327.866
81045, 5.706792, 327.8723
81046, 5.701807, 327.8786
81047, 5.695287, 327.8849
81048, 5.688384, 327.8911
81049, 5.682632, 327.8974
81050, 5.676112, 327.9037
81051, 5.670743, 327.91
81052, 5.663457, 327.9163
81053, 5.658472, 327.9225
81054, 5.652336, 327.9288
81055, 5.646967, 327.9351
81056, 5.641214, 327.9414
81057, 5.634695, 327.9477
81058, 5.628942, 327.9539
81059, 5.623957, 327.9602
81060, 5.617054, 327.9665
81061, 5.612069, 327.9728
81062, 5.606316, 327.9791
81063, 5.600564, 327.9854
81064, 5.595195, 327.9917
81065, 5.589826, 327.998
81066, 5.583307, 328.0042
81067, 5.577171, 328.0105
81068, 5.572185, 328.0168
81069, 5.566049, 328.0231
81070, 5.56068, 328.0294
81071, 5.55301, 328.0356
81072, 5.546875, 328.0419
81073, 5.540739, 328.0482
81074, 5.534986, 328.0545
81075, 5.529617, 328.0608
81076, 5.523865, 328.067
81077, 5.516578, 328.0733
81078, 5.510826, 328.0796
81079, 5.506224, 328.0859
81080, 5.499321, 328.0922
81081, 5.492802, 328.0985
81082, 5.486282, 328.1048
81083, 5.480913, 328.1111
81084, 5.473243, 328.1173
81085, 5.468258, 328.1236
81086, 5.461739, 328.1299
81087, 5.455603, 328.1362
81088, 5.450617, 328.1425
81089, 5.444865, 328.1487
81090, 5.437578, 328.155
81091, 5.432593, 328.1613
81092, 5.424923, 328.1676
81093, 5.419171, 328.1739
81094, 5.413418, 328.1801
81095, 5.406132, 328.1864
81096, 5.398845, 328.1927
81097, 5.39386, 328.199
81098, 5.38619, 328.2053
81099, 5.379671, 328.2116
81100, 5.373918, 328.2179
81101, 5.365865, 328.2242
81102, 5.360879, 328.2304
81103, 5.353209, 328.2367
81104, 5.347074, 328.243
81105, 5.340554, 328.2493
81106, 5.334418, 328.2556
81107, 5.328666, 328.2618
81108, 5.321763, 328.2681
81109, 5.314093, 328.2744
81110, 5.309107, 328.2807
81111, 5.301437, 328.287
81112, 5.295302, 328.2932
81113, 5.289549, 328.2995
81114, 5.282263, 328.3058
81115, 5.276894, 328.3121
81116, 5.268457, 328.3184
81117, 5.262704, 328.3247
81118, 5.256185, 328.331
81119, 5.250049, 328.3372
81120, 5.24353, 328.3435
81121, 5.236627, 328.3498
81122, 5.229724, 328.3561
81123, 5.223588, 328.3624
81124, 5.218219, 328.3687
81125, 5.2117, 328.3749
81126, 5.204797, 328.3813
81127, 5.199044, 328.3875
81128, 5.192142, 328.3938
81129, 5.186389, 328.4001
81130, 5.177952, 328.4063
81131, 5.1722, 328.4126
81132, 5.165297, 328.4189
81133, 5.159928, 328.4252
81134, 5.154175, 328.4315
81135, 5.146889, 328.4378
81136, 5.140753, 328.4441
81137, 5.135001, 328.4503
81138, 5.128098, 328.4566
81139, 5.122729, 328.4629
81140, 5.116976, 328.4692
81141, 5.110074, 328.4755
81142, 5.104321, 328.4818
81143, 5.096651, 328.488
81144, 5.090132, 328.4943
81145, 5.084763, 328.5006
81146, 5.077477, 328.5069
81147, 5.07019, 328.5132
81148, 5.064054, 328.5194
81149, 5.058685, 328.5257
81150, 5.052166, 328.532
81151, 5.045646, 328.5383
81152, 5.038743, 328.5446
81153, 5.03184, 328.5509
81154, 5.025321, 328.5572
81155, 5.018802, 328.5634
81156, 5.012282, 328.5697
81157, 5.006146, 328.576
81158, 5.001161, 328.5823
81159, 4.994641, 328.5886
81160, 4.988889, 328.5948
81161, 4.981219, 328.6011
81162, 4.974699, 328.6074
81163, 4.96818, 328.6137
81164, 4.961277, 328.62
81165, 4.956676, 328.6263
81166, 4.948622, 328.6325
81167, 4.942486, 328.6388
81168, 4.935583, 328.6451
81169, 4.927913, 328.6514
81170, 4.921394, 328.6577
81171, 4.914875, 328.664
81172, 4.907971, 328.6703
81173, 4.901069, 328.6765
81174, 4.8957, 328.6828
81175, 4.887263, 328.6891
81176, 4.881127, 328.6954
81177, 4.876142, 328.7017
81178, 4.867704, 328.7079
81179, 4.86502, 328.7142
81180, 4.855816, 328.7205
81181, 4.850064, 328.7268
81182, 4.842394, 328.7331
81183, 4.837792, 328.7393
81184, 4.830122, 328.7456
81185, 4.823986, 328.7519
81186, 4.817083, 328.7582
81187, 4.811331, 328.7645
81188, 4.805962, 328.7708
81189, 4.797142, 328.7771
81190, 4.791772, 328.7834
81191, 4.784486, 328.7896
81192, 4.779117, 328.7959
81193, 4.772214, 328.8022
81194, 4.764161, 328.8085
81195, 4.758409, 328.8148
81196, 4.750739, 328.821
81197, 4.745753, 328.8273
81198, 4.739617, 328.8336
81199, 4.732331, 328.8399
81200, 4.726578, 328.8462
81201, 4.719676, 328.8524
81202, 4.713923, 328.8587
81203, 4.707404, 328.865
81204, 4.702802, 328.8713
81205, 4.695132, 328.8776
81206, 4.689379, 328.8839
81207, 4.68286, 328.8902
81208, 4.676341, 328.8965
81209, 4.670588, 328.9027
81210, 4.665219, 328.909
81211, 4.659083, 328.9153
81212, 4.652564, 328.9216
81213, 4.645661, 328.9279
81214, 4.639142, 328.9341
81215, 4.631472, 328.9404
81216, 4.624952, 328.9467
81217, 4.619583, 328.953
81218, 4.613064, 328.9593
81219, 4.605777, 328.9655
81220, 4.599258, 328.9718
81221, 4.592355, 328.9781
81222, 4.586219, 328.9844
81223, 4.5797, 328.9907
81224, 4.573947, 328.997
81225, 4.568195, 329.0033
81226, 4.562442, 329.0096
81227, 4.555156, 329.0158
81228, 4.549404, 329.0221
81229, 4.542117, 329.0284
81230, 4.536748, 329.0347
81231, 4.530612, 329.041
81232, 4.524477, 329.0472
81233, 4.517573, 329.0535
81234, 4.511437, 329.0598
81235, 4.504918, 329.0661
81236, 4.498782, 329.0724
81237, 4.491879, 329.0786
81238, 4.486127, 329.0849
81239, 4.479991, 329.0912
81240, 4.471938, 329.0975
81241, 4.464651, 329.1038
81242, 4.457748, 329.1101
81243, 4.452379, 329.1164
81244, 4.447394, 329.1226
81245, 4.440107, 329.1289
81246, 4.433205, 329.1352
81247, 4.426301, 329.1415
81248, 4.420166, 329.1478
81249, 4.414797, 329.1541
81250, 4.408278, 329.1603
81251, 4.402142, 329.1666
81252, 4.394855, 329.1729
81253, 4.388719, 329.1792
81254, 4.382583, 329.1855
81255, 4.376831, 329.1917
81256, 4.370311, 329.198
81257, 4.364175, 329.2043
81258, 4.357656, 329.2106
81259, 4.352671, 329.2169
81260, 4.346151, 329.2232
81261, 4.339632, 329.2295
81262, 4.333112, 329.2357
81263, 4.32736, 329.242
81264, 4.32084, 329.2483
81265, 4.315088, 329.2546
81266, 4.308568, 329.2609
81267, 4.302433, 329.2672
81268, 4.29668, 329.2734
81269, 4.291311, 329.2797
81270, 4.284792, 329.286
81271, 4.279423, 329.2923
81272, 4.273671, 329.2986
81273, 4.267918, 329.3049
81274, 4.262166, 329.3111
81275, 4.25603, 329.3174
81276, 4.250661, 329.3237
81277, 4.245292, 329.33
81278, 4.239156, 329.3363
81279, 4.233404, 329.3426
81280, 4.227651, 329.3488
81281, 4.221132, 329.3551
81282, 4.217297, 329.3614
81283, 4.211161, 329.3677
81284, 4.205025, 329.374
81285, 4.199656, 329.3802
81286, 4.193137, 329.3865
81287, 4.188151, 329.3928
81288, 4.182782, 329.3991
81289, 4.175879, 329.4054
81290, 4.170894, 329.4117
81291, 4.164374, 329.4179
81292, 4.161306, 329.4242
81293, 4.15402, 329.4305
81294, 4.148651, 329.4368
81295, 4.143282, 329.4431
81296, 4.137146, 329.4494
81297, 4.130243, 329.4557
81298, 4.125641, 329.4619
81299, 4.120272, 329.4682
81300, 4.115287, 329.4745
81301, 4.109918, 329.4808
81302, 4.1057, 329.4871
81303, 4.09918, 329.4933
81304, 4.093428, 329.4996
81305, 4.087675, 329.5059
81306, 4.083073, 329.5122
81307, 4.076554, 329.5185
81308, 4.071568, 329.5247
81309, 4.064666, 329.531
81310, 4.060064, 329.5373
81311, 4.054311, 329.5436
81312, 4.048175, 329.5499
81313, 4.043573, 329.5562
81314, 4.037437, 329.5625
81315, 4.031685, 329.5688
81316, 4.026316, 329.575
81317, 4.019797, 329.5813
81318, 4.014428, 329.5876
81319, 4.009059, 329.5939
81320, 4.004457, 329.6002
81321, 3.998321, 329.6064
81322, 3.991418, 329.6127
81323, 3.986049, 329.619
81324, 3.98068, 329.6253
81325, 3.975695, 329.6316
81326, 3.969559, 329.6378
81327, 3.963423, 329.6441
81328, 3.957287, 329.6504
81329, 3.951535, 329.6567
81330, 3.946166, 329.663
81331, 3.940413, 329.6693
81332, 3.93351, 329.6756
81333, 3.928141, 329.6818
81334, 3.922005, 329.6881
81335, 3.91702, 329.6944
81336, 3.910884, 329.7007
81337, 3.904365, 329.707
81338, 3.898229, 329.7133
81339, 3.893627, 329.7195
81340, 3.886724, 329.7258
81341, 3.880971, 329.7321
81342, 3.874835, 329.7384
81343, 3.870234, 329.7447
81344, 3.863714, 329.7509
81345, 3.858345, 329.7572
81346, 3.852976, 329.7635
81347, 3.84684, 329.7698
81348, 3.841471, 329.7761
81349, 3.835335, 329.7824
81350, 3.8292, 329.7887
81351, 3.823447, 329.7949
81352, 3.818462, 329.8012
81353, 3.813476, 329.8075
81354, 3.80734, 329.8138
81355, 3.801204, 329.8201
81356, 3.795452, 329.8264
81357, 3.789316, 329.8326
81358, 3.783947, 329.8389
81359, 3.777811, 329.8452
81360, 3.770908, 329.8515
81361, 3.765156, 329.8578
81362, 3.760554, 329.864
81363, 3.754035, 329.8703
81364, 3.748666, 329.8766
81365, 3.741763, 329.8829
81366, 3.736777, 329.8892
81367, 3.731408, 329.8955
81368, 3.724122, 329.9018
81369, 3.71952, 329.908
81370, 3.713001, 329.9143
81371, 3.707632, 329.9206
81372, 3.701879, 329.9269
81373, 3.696127, 329.9332
81374, 3.689607, 329.9395
81375, 3.684238, 329.9457
81376, 3.678486, 329.952
81377, 3.673117, 329.9583
81378, 3.666214, 329.9646
81379, 3.659695, 329.9709
81380, 3.653942, 329.9771
81381, 3.647806, 329.9834
81382, 3.641287, 329.9897
81383, 3.635918, 329.996
81384, 3.628248, 330.0023
81385, 3.622112, 330.0086
81386, 3.617127, 330.0149
81387, 3.60984, 330.0211
81388, 3.602937, 330.0274
81389, 3.596418, 330.0337
81390, 3.589899, 330.04
81391, 3.586064, 330.0463
81392, 3.57801, 330.0526
81393, 3.571107, 330.0588
81394, 3.563437, 330.0651
81395, 3.557685, 330.0714
81396, 3.550782, 330.0777
81397, 3.54503, 330.084
81398, 3.53851, 330.0902
81399, 3.532374, 330.0965
81400, 3.524321, 330.1028
81401, 3.517418, 330.1091
81402, 3.510132, 330.1154
81403, 3.503612, 330.1217
81404, 3.495942, 330.1279
81405, 3.489806, 330.1342
81406, 3.48367, 330.1405
81407, 3.477151, 330.1468
81408, 3.467947, 330.1531
81409, 3.461811, 330.1594
81410, 3.454525, 330.1656
81411, 3.446471, 330.1719
81412, 3.440719, 330.1782
81413, 3.432282, 330.1845
81414, 3.42653, 330.1908
81415, 3.418476, 330.1971
81416, 3.412724, 330.2033
81417, 3.405054, 330.2096
81418, 3.398151, 330.2159
81419, 3.391248, 330.2222
81420, 3.383962, 330.2285
81421, 3.377059, 330.2348
81422, 3.369389, 330.241
81423, 3.362103, 330.2473
81424, 3.356734, 330.2536
81425, 3.349447, 330.2599
81426, 3.341777, 330.2662
81427, 3.334491, 330.2725
81428, 3.327588, 330.2787
81429, 3.319918, 330.285
81430, 3.313399, 330.2914
81431, 3.305729, 330.2976
81432, 3.298059, 330.3039
81433, 3.292306, 330.3102
81434, 3.28502, 330.3164
81435, 3.276583, 330.3227
81436, 3.26968, 330.329
81437, 3.262777, 330.3353
81438, 3.254724, 330.3416
81439, 3.248971, 330.3479
81440, 3.241301, 330.3541
81441, 3.235549, 330.3604
81442, 3.227112, 330.3667
81443, 3.220976, 330.373
81444, 3.21369, 330.3793
81445, 3.206403, 330.3856
81446, 3.1995, 330.3918
81447, 3.191447, 330.3981
81448, 3.186078, 330.4044
81449, 3.176874, 330.4107
81450, 3.170355, 330.417
81451, 3.162685, 330.4232
81452, 3.156549, 330.4295
81453, 3.149646, 330.4358
81454, 3.141976, 330.4421
81455, 3.133923, 330.4484
81456, 3.126253, 330.4547
81457, 3.118583, 330.461
81458, 3.112063, 330.4672
81459, 3.105544, 330.4735
81460, 3.098258, 330.4798
81461, 3.090204, 330.4861
81462, 3.083301, 330.4924
81463, 3.076398, 330.4987
81464, 3.068728, 330.5049
81465, 3.062593, 330.5112
81466, 3.056457, 330.5175
81467, 3.048787, 330.5238
81468, 3.041117, 330.5301
81469, 3.034597, 330.5363
81470, 3.027694, 330.5426
81471, 3.022326, 330.5489
81472, 3.015039, 330.5552
81473, 3.006986, 330.5615
81474, 3.000083, 330.5678
81475, 2.993563, 330.574
81476, 2.987044, 330.5803
81477, 2.980908, 330.5866
81478, 2.973622, 330.5929
81479, 2.967486, 330.5992
81480, 2.960966, 330.6055
81481, 2.954063, 330.6118
81482, 2.94716, 330.618
81483, 2.941408, 330.6244
81484, 2.932971, 330.6306
81485, 2.927219, 330.6369
81486, 2.922617, 330.6432
81487, 2.91533, 330.6494
81488, 2.909194, 330.6557
81489, 2.903442, 330.662
81490, 2.896923, 330.6683
81491, 2.892321, 330.6746
81492, 2.885034, 330.6809
81493, 2.880049, 330.6871
81494, 2.873913, 330.6934
81495, 2.866243, 330.6997
81496, 2.862025, 330.706
81497, 2.855122, 330.7123
81498, 2.848986, 330.7186
81499, 2.844, 330.7249
81500, 2.836714, 330.7311
81501, 2.829811, 330.7374
81502, 2.824442, 330.7437
81503, 2.81869, 330.75
81504, 2.812554, 330.7563
81505, 2.807185, 330.7625
81506, 2.800665, 330.7688
81507, 2.793762, 330.7751
81508, 2.789544, 330.7814
81509, 2.783792, 330.7877
81510, 2.777656, 330.794
81511, 2.770753, 330.8002
81512, 2.765, 330.8065
81513, 2.760015, 330.8128
81514, 2.754262, 330.8191
81515, 2.749277, 330.8254
81516, 2.743908, 330.8317
81517, 2.738156, 330.838
81518, 2.732403, 330.8442
81519, 2.726267, 330.8505
81520, 2.719748, 330.8568
81521, 2.713612, 330.8631
81522, 2.708627, 330.8694
81523, 2.703258, 330.8756
81524, 2.696738, 330.8819
81525, 2.690219, 330.8882
81526, 2.684083, 330.8945
81527, 2.67833, 330.9008
81528, 2.671044, 330.9071
81529, 2.666826, 330.9133
81530, 2.66069, 330.9196
81531, 2.653403, 330.9259
81532, 2.648034, 330.9322
81533, 2.642282, 330.9385
81534, 2.634995, 330.9448
81535, 2.63001, 330.951
81536, 2.622724, 330.9573
81537, 2.617355, 330.9636
81538, 2.612369, 330.9699
81539, 2.605083, 330.9762
81540, 2.600097, 330.9825
81541, 2.594345, 330.9887
81542, 2.587442, 330.995
81543, 2.582073, 331.0013
81544, 2.576321, 331.0076
81545, 2.568651, 331.0139
81546, 2.563282, 331.0201
81547, 2.555995, 331.0264
81548, 2.550627, 331.0327
81549, 2.54334, 331.039
81550, 2.538355, 331.0453
81551, 2.531452, 331.0516
81552, 2.526083, 331.0579
81553, 2.518029, 331.0641
81554, 2.512277, 331.0704
81555, 2.506908, 331.0767
81556, 2.501156, 331.083
81557, 2.494253, 331.0893
81558, 2.48735, 331.0956
81559, 2.480447, 331.1018
81560, 2.474311, 331.1081
81561, 2.469709, 331.1144
81562, 2.461656, 331.1207
81563, 2.45667, 331.127
81564, 2.450918, 331.1332
81565, 2.444015, 331.1395
81566, 2.439029, 331.1458
81567, 2.43136, 331.1521
81568, 2.42369, 331.1584
81569, 2.418321, 331.1647
81570, 2.411801, 331.171
81571, 2.406432, 331.1772
81572, 2.398379, 331.1835
81573, 2.392243, 331.1898
81574, 2.386107, 331.1961
81575, 2.378054, 331.2024
81576, 2.373068, 331.2086
81577, 2.365782, 331.2149
81578, 2.359262, 331.2212
81579, 2.352743, 331.2275
81580, 2.346607, 331.2338
81581, 2.340855, 331.2401
81582, 2.333568, 331.2463
81583, 2.327432, 331.2526
81584, 2.322063, 331.2589
81585, 2.31401, 331.2652
81586, 2.309408, 331.2715
81587, 2.301738, 331.2778
81588, 2.294835, 331.2841
81589, 2.289083, 331.2903
81590, 2.282947, 331.2967
81591, 2.276428, 331.3029
81592, 2.269908, 331.3092
81593, 2.262622, 331.3155
81594, 2.256869, 331.3217
81595, 2.249583, 331.328
81596, 2.243063, 331.3343
81597, 2.236544, 331.3406
81598, 2.230792, 331.3469
81599, 2.223505, 331.3532
81600, 2.216986, 331.3594
81601, 2.21085, 331.3657
81602, 2.203947, 331.372
81603, 2.198195, 331.3783
81604, 2.191675, 331.3846
81605, 2.183622, 331.3909
81606, 2.177869, 331.3972
81607, 2.170583, 331.4034
81608, 2.16368, 331.4097
81609, 2.159461, 331.416
81610, 2.152942, 331.4223
81611, 2.146423, 331.4286
81612, 2.138753, 331.4348
81613, 2.133384, 331.4411
81614, 2.126864, 331.4474
81615, 2.118811, 331.4537
81616, 2.114209, 331.46
81617, 2.108073, 331.4663
81618, 2.10002, 331.4725
81619, 2.093884, 331.4789
81620, 2.086981, 331.4851
81621, 2.081228, 331.4914
81622, 2.074709, 331.4977
81623, 2.068573, 331.504
81624, 2.060903, 331.5103
81625, 2.054767, 331.5165
81626, 2.048631, 331.5228
81627, 2.042879, 331.5291
81628, 2.034826, 331.5354
81629, 2.030224, 331.5417
81630, 2.023704, 331.5479
81631, 2.016418, 331.5542
81632, 2.012583, 331.5605
81633, 2.004529, 331.5668
81634, 1.998777, 331.5731
81635, 1.992641, 331.5793
81636, 1.988039, 331.5856
81637, 1.979986, 331.5919
81638, 1.974233, 331.5982
81639, 1.967714, 331.6045
81640, 1.960427, 331.6108
81641, 1.955825, 331.6171
81642, 1.949306, 331.6234
81643, 1.942787, 331.6296
81644, 1.936651, 331.6359
81645, 1.930131, 331.6422
81646, 1.922461, 331.6485
81647, 1.916325, 331.6548
81648, 1.91019, 331.661
81649, 1.90367, 331.6673
81650, 1.899068, 331.6736
81651, 1.890631, 331.6799
81652, 1.884495, 331.6862
81653, 1.87951, 331.6924
81654, 1.872223, 331.6987
81655, 1.866088, 331.705
81656, 1.859568, 331.7113
81657, 1.852665, 331.7176
81658, 1.845762, 331.7239
81659, 1.84116, 331.7302
81660, 1.835024, 331.7365
81661, 1.828122, 331.7427
81662, 1.822369, 331.749
81663, 1.816617, 331.7553
81664, 1.808947, 331.7616
81665, 1.803578, 331.7679
81666, 1.795524, 331.7741
81667, 1.788622, 331.7804
81668, 1.782869, 331.7867
81669, 1.775199, 331.793
81670, 1.76983, 331.7993
81671, 1.761393, 331.8055
81672, 1.756024, 331.8118
81673, 1.749889, 331.8181
81674, 1.743753, 331.8244
81675, 1.736466, 331.8307
81676, 1.731097, 331.837
81677, 1.723811, 331.8433
81678, 1.718058, 331.8496
81679, 1.711156, 331.8558
81680, 1.704253, 331.8621
81681, 1.699267, 331.8684
81682, 1.692748, 331.8747
81683, 1.686612, 331.881
81684, 1.680092, 331.8872
81685, 1.67319, 331.8935
81686, 1.667437, 331.8998
81687, 1.661685, 331.9061
81688, 1.654398, 331.9124
81689, 1.649413, 331.9186
81690, 1.641359, 331.9249
81691, 1.635991, 331.9312
81692, 1.631005, 331.9375
81693, 1.622952, 331.9438
81694, 1.617199, 331.9501
81695, 1.61068, 331.9564
81696, 1.605311, 331.9626
81697, 1.599942, 331.9689
81698, 1.59419, 331.9752
81699, 1.58652, 331.9815
81700, 1.58, 331.9878
81701, 1.575398, 331.994
81702, 1.569262, 332.0003
81703, 1.56466, 332.0066
81704, 1.557374, 332.0129
81705, 1.551622, 332.0192
81706, 1.545486, 332.0255
81707, 1.541267, 332.0317
81708, 1.535515, 332.0381
81709, 1.527845, 332.0443
81710, 1.523626, 332.0506
81711, 1.517107, 332.0569
81712, 1.510204, 332.0632
81713, 1.504835, 332.0695
81714, 1.497932, 332.0757
81715, 1.49218, 332.082
81716, 1.486044, 332.0883
81717, 1.479908, 332.0946
81718, 1.474539, 332.1009
81719, 1.467636, 332.1071
81720, 1.461117, 332.1134
81721, 1.456515, 332.1197
81722, 1.449995, 332.126
81723, 1.444626, 332.1323
81724, 1.437724, 332.1386
81725, 1.431588, 332.1448
81726, 1.426986, 332.1511
81727, 1.419699, 332.1574
81728, 1.415097, 332.1637
81729, 1.408194, 332.17
81730, 1.403209, 332.1763
81731, 1.395539, 332.1826
81732, 1.389787, 332.1888
81733, 1.384801, 332.1951
81734, 1.377898, 332.2014
81735, 1.373296, 332.2077
81736, 1.366777, 332.214
81737, 1.360258, 332.2202
81738, 1.354505, 332.2265
81739, 1.347219, 332.2328
81740, 1.342233, 332.2391
81741, 1.335714, 332.2454
81742, 1.329961, 332.2516
81743, 1.321908, 332.2579
81744, 1.31769, 332.2642
81745, 1.309636, 332.2705
81746, 1.304651, 332.2768
81747, 1.298131, 332.2831
81748, 1.292379, 332.2894
81749, 1.286626, 332.2957
81750, 1.279724, 332.3019
81751, 1.274738, 332.3082
81752, 1.268986, 332.3145
81753, 1.26285, 332.3208
81754, 1.255947, 332.3271
81755, 1.251345, 332.3334
81756, 1.244825, 332.3396
81757, 1.23869, 332.3459
81758, 1.23217, 332.3522
81759, 1.226418, 332.3585
81760, 1.220282, 332.3647
81761, 1.214529, 332.371
81762, 1.208393, 332.3773
81763, 1.201874, 332.3836
81764, 1.196505, 332.3899
81765, 1.189986, 332.3962
81766, 1.184617, 332.4025
81767, 1.177714, 332.4088
81768, 1.172345, 332.415
81769, 1.166209, 332.4213
81770, 1.160073, 332.4276
81771, 1.154704, 332.4339
81772, 1.148952, 332.4402
81773, 1.144733, 332.4464
81774, 1.135913, 332.4527
81775, 1.132078, 332.459
81776, 1.125175, 332.4653
81777, 1.120956, 332.4716
81778, 1.115204, 332.4778
81779, 1.108685, 332.4841
81780, 1.104083, 332.4904
81781, 1.09833, 332.4967
81782, 1.092961, 332.503
81783, 1.086825, 332.5093
81784, 1.080689, 332.5156
81785, 1.07417, 332.5219
81786, 1.069185, 332.5281
81787, 1.063049, 332.5344
81788, 1.055379, 332.5407
81789, 1.049626, 332.547
81790, 1.044641, 332.5533
81791, 1.038121, 332.5595
81792, 1.033136, 332.5658
81793, 1.027767, 332.5721
81794, 1.021248, 332.5784
81795, 1.015879, 332.5847
81796, 1.010126, 332.5909
81797, 1.004374, 332.5972
81798, 0.998238, 332.6035
81799, 0.9924856, 332.6098
81800, 0.9867331, 332.6161
81801, 0.9809807, 332.6224
81802, 0.9748448, 332.6287
81803, 0.9687089, 332.635
81804, 0.9629564, 332.6412
81805, 0.957204, 332.6475
81806, 0.9495341, 332.6538
81807, 0.9445487, 332.6601
81808, 0.9368787, 332.6664
81809, 0.9318933, 332.6726
81810, 0.9257574, 332.6789
81811, 0.917704, 332.6852
81812, 0.9127186, 332.6915
81813, 0.9061992, 332.6978
81814, 0.8996797, 332.704
81815, 0.8939273, 332.7103
81816, 0.8870244, 332.7166
81817, 0.8808885, 332.7229
81818, 0.8739855, 332.7292
81819, 0.8670827, 332.7355
81820, 0.8613302, 332.7418
81821, 0.8544273, 332.748
81822, 0.8482914, 332.7543
81823, 0.841005, 332.7606
81824, 0.834869, 332.7669
81825, 0.8295001, 332.7732
81826, 0.8218302, 332.7794
81827, 0.8149273, 332.7857
81828, 0.8076409, 332.792
81829, 0.8018885, 332.7983
81830, 0.7942185, 332.8046
81831, 0.7880827, 332.8109
81832, 0.7819467, 332.8171
81833, 0.7750438, 332.8235
81834, 0.7685243, 332.8297
81835, 0.761238, 332.836
81836, 0.7539515, 332.8423
81837, 0.7474321, 332.8486
81838, 0.7405292, 332.8549
81839, 0.7328593, 332.8611
81840, 0.7263399, 332.8674
81841, 0.720204, 332.8737
81842, 0.7136846, 332.88
81843, 0.7075486, 332.8863
81844, 0.7006457, 332.8925
81845, 0.6945098, 332.8988
81846, 0.6883739, 332.9051
81847, 0.681471, 332.9114
81848, 0.6738011, 332.9177
81849, 0.6672816, 332.924
81850, 0.6619127, 332.9302
81851, 0.6565438, 332.9365
81852, 0.6500244, 332.9428
81853, 0.6438884, 332.9491
81854, 0.6362185, 332.9554
81855, 0.6316166, 332.9617
